,Tipo de Empresa,Mercado,Edad Empresa,Rol,Fundador,% en Desarrollo,% en Gerencia de proyectos,% liderazgo técnico,% Gerencia de ingeniería,Experiencia en rol actual,Experiencia en desarrollo de software,Lenguaje más usado,Otro lenguaje ,Tipo de relación laboral,Modo de trabajo,Preferencias de modo,Tipo de titulo,PRE-grado relacionado Ing,POST-grado relacionado a Ing,Clases de programación en la universidad,Max Titulo,Bootcamp,Url bootcamp,Nivel de Ingles,Moneda de Pago,Remuneración Anual,Remuneración anual adicional,Remuneración Anual anterior,Pago Seguro de Salud,Pago Seguridad Social,Acciones dentro de la empresa,Total acciones,Precio acciones,Freelancer,Ingresos freelancer,Salario Justo,Web de trabajo,Ciudad Residencia,Origen,Año de Nacimiento,Cnt Hijos,Genero,Minoría racial o étnica,Horas de trabajo,Máx % Dev,Máx % I.M,Máx % Tech L,Máx % PM,Rol principal,Ingreso en dólares,Nivel de ingles,Ingreso en pesos,Order by Exp,count,Origen 2,Nacionalidad
1068,Extranjera,"servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,Software Engineer,no,80 - 90%,0 - 10%,20 - 30%,no tengo responsabilidades gerenciales,5 - 10 años,5 - 10 años,C++,"Perl, Cobol",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,no,si,pregrado,No,,2,pesos,48000000.0,8000000,24000000,mi empleador,mi empleador,no,,,no,0,no,http://linkedin.com,Bogota,Colombia,1984,2,él,no,40.0,90,0,30,10,Desarrollo,12973.0,Intermedio,48000100.0,5,1,Colombia,Colombia
1069,Extranjera,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",más de 10,software developer,no,80 - 90%,10 - 20%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,1+ año,1+ año,Javascript,"ninguno,  por que soy manager 😭",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo remoto,universitario,no,no,no,pregrado,Sí,https://www.holbertonschool.com,3,pesos,36000000.0,4000000,1500000,mi empleador,mi empleador,no,,,si,1000000,no,http://linkedin.com,Bogota,Colombia,1996,0,ella,no,40.0,90,0,0,20,Desarrollo,9729.7,Avanzado,35999890.0,2,1,Colombia,Colombia
1070,,"servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,Desarrollador,no,70 - 80%,10 - 20%,0 - 10%,0 - 10%,3 - 5 años,5 - 10 años,Javascript,Python,contrato a termino indefinido,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo flexible,universitario,si,si,si,maestria,No,,3,pesos,102000000.0,12000000,2000000,mi empleador,mi empleador,no,,,si,5000000,si,,Medellin,Colombia,1991,0,él,no,40.0,80,10,10,20,Desarrollo,27567.6,Avanzado,102000120.0,5,1,Colombia,Colombia
1071,Extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,Software designer,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,5 - 10 años,5 - 10 años,Swift,"Objective-C, Swift",contrato a termino indefinido,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo flexible,universitario,si,no,si,pregrado,No,,3,pesos,120000000.0,0,6000000,mi empleador,mi empleador,no,,,si,32000000,si,,Bogota,Colombia,1988,0,él,no,45.0,100,0,0,0,Desarrollo,32432.4,Avanzado,119999880.0,5,1,Colombia,Colombia
1072,Extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,Regular contractor / Practicante,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,2+ años,C#,JavaScript,Contrato de aprendizaje,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,técnico,soy estudiante de pre-grado relacionado a ing de sistemas,no,si,"técnico, tecnología, bachiller técnico",No,,1,pesos,12000000.0,0,800000,no tengo,no tengo,no,,,si,4000000,no,,Medellin,Colombia,1996,0,él,no,40.0,100,0,0,0,Desarrollo,3243.2,Básico,11999840.0,3,1,Colombia,Colombia
1073,"Colombiana, Mer Local",consultoría y servicios de desarrollo de software a la medida,2 - 5,No especificado,no,60 - 70%,50 - 60%,0 - 10%,0 - 10%,2+ años,1+ año,Python,Objective-C++,contrato a termino fijo,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo en oficina,universitario,si,si,si,pregrado,No,,2,pesos,16800000.0,12000000,13200000,yo,yo,no,,,si,12000000,no,,Soledad atlantico,Colombia,1987,0,él,no,36.0,70,10,10,60,Desarrollo,4540.5,Intermedio,16799850.0,2,1,Colombia,Colombia
1074,"Colombiana, Mer Local",otro,más de 10,Analista GIS,no,40 - 50%,20 - 30%,10 - 20%,0 - 10%,3 - 5 años,10 - 15 años,Python,"C#, JavaScript, SQL",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo remoto,universitario,si,si,si,maestria,Sí,,2,pesos,55116000.0,30000000,43000000,mi empleador,mi empleador,no,,,no,0,no,,Palmira,Colombia,1980,1,él,no,46.0,50,10,20,30,Desarrollo,14896.2,Intermedio,55115940.0,6,1,Colombia,Colombia
1075,Extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,Software Engineer,no,30 - 40%,20 - 30%,20 - 30%,0 - 10%,3 - 5 años,10 - 15 años,C#,JavaScript,contrato a termino indefinido con empresa local pero trabajo para empresa extranjera,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo remoto,universitario,si,si,si,maestria,No,,3,pesos,120000000.0,5000000,80000000,mi empleador,mi empleador,no,0.0,0.0,no,0,si,http://linkedin.com,Bogota,Colombia,1986,0,él,no,50.0,40,10,30,30,Sin Clasificar,32432.4,Avanzado,119999880.0,6,1,Colombia,Colombia
1076,,consultoría y servicios de desarrollo de software a la medida,menos de 1,[redactado],no,20 - 30%,no tengo responsabilidades de este tipo,10 - 20%,no tengo responsabilidades gerenciales,menos de 1 año,1+ año,Python,"Go, JavaScript",contrato a termino fijo,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo flexible,estoy estudiando,soy estudiante de pre-grado relacionado a ing de sistemas,no,si,bachiller,No,,3,pesos,25200000.0,26200000,21600000,yo,yo,no,,,si,2400000,si,https://torre.co/e,Bogota,Colombia,2000,0,él,no,40.0,30,0,20,0,Sin Clasificar,6810.8,Avanzado,25199960.0,2,1,Colombia,Colombia
1077,"Colombiana, Mer EEUU",otro,más de 10,Desarrollador JR,no,60 - 70%,no tengo responsabilidades de este tipo,20 - 30%,no tengo responsabilidades gerenciales,1+ año,1+ año,Sql,Python,contrato a termino indefinido,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo flexible,técnico,si,no,si,"técnico, tecnología, bachiller técnico",No,,1,pesos,30000000.0,3000000,12000000,mi empleador,mi empleador,no,,,no,0,si,http://LinkedIn.com,Bogota,Colombia,1990,0,él,no,50.0,70,0,30,0,Desarrollo,8108.1,Básico,29999970.0,2,1,Colombia,Colombia
1078,,consultoría y servicios de desarrollo de software a la medida,más de 10,Ingeniero de Software,no,80 - 90%,0 - 10%,80 - 90%,80 - 90%,5 - 10 años,10 - 15 años,Java,"JavaScript, Scala",contrato a termino indefinido,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,universitario,si,si,si,maestria,No,,3,pesos,140000000.0,0,0,yo,mi empleador,no,,,no,0,si,http://linkedin.com,Envigado,Colombia,1984,1,él,no,48.0,90,90,90,10,Desarrollo,37837.8,Avanzado,139999860.0,6,1,Colombia,Colombia
1079,Extranjera,otro,más de 10,Solution Developer,no,90 - 100%,no tengo responsabilidades de este tipo,20 - 30%,no tengo responsabilidades gerenciales,3 - 5 años,10 - 15 años,Php,"JavaScript, SQL, TypeScript",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,no,si,pregrado,No,,1,pesos,101000000.0,0,66000000,mi empleador,mi empleador,no,,,no,0,si,,Bogota,Colombia,1986,2,él,no,40.0,100,0,30,0,Desarrollo,27297.3,Básico,101000010.0,6,1,Colombia,Colombia
1080,"Colombiana, Mer Local",otro,5 - 10,Líder técnico de desarrollo de software ,no,90 - 100%,0 - 10%,30 - 40%,30 - 40%,5 - 10 años,10 - 15 años,C#,"C#, SQL",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo remoto,universitario,si,no,si,pregrado,No,,1,pesos,78000000.0,1600000,45500000,mi empleador,mi empleador,no,0.0,,no,0,no,http://linkedin.com,Cartagena,Colombia,1986,0,él,no,9.0,100,40,40,10,Desarrollo,21081.1,Básico,78000070.0,6,1,Colombia,Colombia
1081,Extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,Senior FrontEnd Engineer,no,70 - 80%,20 - 30%,20 - 30%,no tengo responsabilidades gerenciales,2+ años,5 - 10 años,Javascript,"Dart, Kotlin, TypeScript",contrato a termino indefinido,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo remoto,universitario,si,no,si,pregrado,No,,3,pesos,90000000.0,6000000,38400000,mi empleador,mi empleador,no,,,no,0,si,http://linkedin.com,Medellin,Colombia,1992,0,él,no,42.0,80,0,30,30,Desarrollo,24324.3,Avanzado,89999910.0,5,1,Colombia,Colombia
1082,"Colombiana, Mer Latam","servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",más de 10,FrontEnd developer,no,70 - 80%,20 - 30%,30 - 40%,30 - 40%,2+ años,2+ años,Javascript,"Java, SQL, PLSQL",contrato a termino indefinido,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo flexible,universitario,si,no,si,pregrado,No,,1,pesos,36000000.0,3600000,0,mi empleador,mi empleador,no,,,no,0,no,https://linkedin.com,Cali,Colombia,1992,0,él,no,40.0,80,40,40,30,Desarrollo,9729.7,Básico,35999890.0,3,1,Colombia,Colombia
1083,"Colombiana, Mer Latam","servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",2 - 5,Ingeniero de software,si,60 - 70%,0 - 10%,10 - 20%,no tengo responsabilidades gerenciales,3 - 5 años,5 - 10 años,Go,JavaScript,contrato a termino indefinido,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo en oficina,universitario,si,no,si,pregrado,No,,3,pesos,150000000.0,7000000,240000000,mi empleador,mi empleador,si - stock options,500000.0,5.0,no,0,si,,Cali,Colombia,1989,0,él,no,40.0,70,0,20,10,Desarrollo,40540.5,Avanzado,149999850.0,5,1,Colombia,Colombia
1084,"Colombiana, Mer EEUU",consultoría y servicios de desarrollo de software a la medida,5 - 10,Sr,no,70 - 80%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,2+ años,10 - 15 años,Java,"JavaScript, SQL, TypeScript",contratista internacional,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,universitario,si,si,si,pregrado,No,,2,pesos,50400000.0,0,33600000,yo,yo,no,,,si,12000000,no,http://linkedin.com,Cali,Colombia,1989,0,él,no,48.0,80,0,10,0,Desarrollo,13621.6,Intermedio,50399920.0,6,1,Colombia,Colombia
1085,"Colombiana, Mer Local",otro,más de 10,Analista de software,no,90 - 100%,0 - 10%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,10 - 15 años,5 - 10 años,Actionscript,"Java, JavaScript, PHP, SQL, Vim script",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,no,si,pregrado,No,,1,pesos,54000000.0,6000000,0,mi empleador,mi empleador,no,,,si,0,no,,Bello,Colombia,1984,0,él,no,50.0,100,0,0,10,Desarrollo,14594.6,Básico,54000020.0,5,1,Colombia,Colombia
1086,,otro,más de 10,Software development manager,no,90 - 100%,90 - 100%,80 - 90%,90 - 100%,3 - 5 años,más de 15 años,Javascript,"C#, Java, JavaScript, SQL",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,no,si,pregrado,No,,3,pesos,132000000.0,13000000,10000000,mi empleador,mi empleador,no,,,no,0,si,,Cali,Colombia,1983,1,él,no,40.0,100,100,90,100,Desarrollo,35675.7,Avanzado,132000089.99999999,7,1,Colombia,Colombia
1087,"Colombiana, Mer Local","servicio no tecnológico (banca, seguros, contabilidad, etc)",2 - 5,CTO,si,30 - 40%,30 - 40%,30 - 40%,0 - 10%,5 - 10 años,5 - 10 años,Javascript,"Java, Python, TypeScript",contrato a termino indefinido,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,universitario,si,soy estudiante de post-grado relacionado a ing de sistemas,si,pregrado,No,,2,pesos,36000000.0,0,24000000,mi empleador,mi empleador,no,,,si,8000000,no,,Popayan,Colombia,1990,1,él,no,50.0,40,10,40,40,Sin Clasificar,9729.7,Intermedio,35999890.0,5,1,Colombia,Colombia
1088,Extranjera,consultoría y servicios de desarrollo de software a la medida,5 - 10,No especificado,no,90 - 100%,20 - 30%,30 - 40%,20 - 30%,menos de 1 año,3 - 5 años,Javascript,TypeScript,contrato a termino indefinido,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo flexible,universitario,si,no,si,pregrado,Sí,,3,pesos,78000000.0,6500000,3000000,mi empleador,mi empleador,no,,,si,10000000,si,,Medellin,Colombia,1996,0,él,no,48.0,100,30,40,30,Desarrollo,21081.1,Avanzado,78000070.0,4,1,Colombia,Colombia
1089,Extranjera,consultoría y servicios de desarrollo de software a la medida,5 - 10,Technician,no,60 - 70%,20 - 30%,50 - 60%,no tengo responsabilidades gerenciales,1+ año,3 - 5 años,Scala,"Java, Python",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,soy estudiante de post-grado relacionado a ing de sistemas,si,pregrado,No,,1,pesos,52800000.0,0,20000000,mi empleador,mi empleador,no,,,no,0,no,http://linkedin.com,Bogota,Colombia,1992,0,él,no,9.0,70,0,60,30,Desarrollo,14270.3,Básico,52800110.0,4,1,Colombia,Colombia
1090,"Colombiana, Mer Latam","servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",2 - 5,Backend Developer,no,70 - 80%,0 - 10%,10 - 20%,no tengo responsabilidades gerenciales,menos de 1 año,5 - 10 años,Python,SQL,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,técnico,si,no,si,"técnico, tecnología, bachiller técnico",No,,1,pesos,54000000.0,18000000,66000000,mi empleador,mi empleador,no,,,no,0,no,https://www.linkedin.com/,Bogota,Colombia,1992,0,él,no,45.0,80,0,20,10,Desarrollo,14594.6,Básico,54000020.0,5,1,Colombia,Colombia
1091,"Colombiana, Mer Local","servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,Coordinador del Departamento de T.I.,no,40 - 50%,30 - 40%,0 - 10%,20 - 30%,1+ año,5 - 10 años,Ruby,"CoffeeScript, JavaScript, Ruby",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,si,si,maestria,No,,2,pesos,39840000.0,6640000,41580000,mi empleador,mi empleador,no,,,no,0,no,https://linkedin.com,Santa marta,Colombia,1988,1,él,no,45.0,50,30,10,40,Desarrollo,10767.6,Intermedio,39840120.0,5,1,Colombia,Colombia
1092,"Colombiana, Mer Local",consultoría y servicios de desarrollo de software a la medida,más de 10,Analista desarrollador ,no,80 - 90%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,5 - 10 años,Java,"Java, JavaScript, SQL",contrato a termino fijo,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,no,si,pregrado,No,,1,pesos,27000000.0,2700000,24000000,mi empleador,mi empleador,no,,,no,0,si,,Santa marta,Colombia,1989,0,él,no,45.0,90,0,0,0,Desarrollo,7297.3,Básico,27000010.0,5,1,Colombia,Colombia
1093,,consultoría y servicios de desarrollo de software a la medida,más de 10,Software Engineer,no,90 - 100%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,1+ año,2+ años,Java,SQL,contrato a termino indefinido,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo flexible,universitario,si,no,si,pregrado,No,,3,pesos,84000000.0,12000000,18000000,mi empleador,mi empleador,no,,,no,0,si,https://www.linkedin.com/,Cali,Colombia,1996,0,él,no,40.0,100,0,10,0,Desarrollo,22702.7,Avanzado,83999990.0,3,1,Colombia,Colombia
1094,Freelancer,soy independiente,5 - 10,Ingeniero de programación ,no,60 - 70%,0 - 10%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,2+ años,1+ año,Php,"JavaScript, PHP",Prestación de servicios ,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,universitario,si,no,si,pregrado,No,,1,pesos,24000000.0,0,7000000,yo,yo,no,,,soy independiente,5000000,no,https://torre.co,Bogota,Colombia,1981,2,él,no,40.0,70,0,0,10,Desarrollo,6486.5,Básico,24000050.0,2,1,Colombia,Colombia
1095,Extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,.net developer,no,90 - 100%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,1+ año,10 - 15 años,C#,"JavaScript, SQL",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,si,si,pregrado,No,,2,pesos,72000000.0,0,58000000,mi empleador,mi empleador,no,,,no,0,no,http://LinkedIn.com,Envigado,Colombia,1986,0,ella,no,40.0,100,0,10,0,Desarrollo,19459.5,Intermedio,72000150.0,6,1,Colombia,Colombia
1096,"Colombiana, Mer Local","servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",5 - 10,dir innovación ,si,30 - 40%,50 - 60%,0 - 10%,40 - 50%,5 - 10 años,5 - 10 años,Typescript,"JavaScript, PHP, Ruby, SQL",contrato a termino indefinido,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo flexible,universitario,si,no,si,pregrado,No,,2,pesos,60000000.0,0,80000000,yo,yo,si - dividendos,,,no,0,no,,Bogota,Colombia,1980,1,él,no,60.0,40,50,10,60,Gerencia de Ingenieria,16216.2,Intermedio,59999940.0,5,1,Colombia,Colombia
1097,Extranjera,consultoría y servicios de desarrollo de software a la medida,2 - 5,Ingeniero de Software,no,60 - 70%,20 - 30%,20 - 30%,10 - 20%,2+ años,3 - 5 años,Java,"Dart, Java, JavaScript, TypeScript",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo remoto,universitario,si,no,si,pregrado,No,,1,pesos,38400000.0,3840000,1000000,mi empleador,mi empleador,no,,,si,1500000,no,http://linkedIn.com,Bogota,Colombia,1993,0,él,Afrocolombiano o Afrodescendiente,45.0,70,20,30,30,Desarrollo,10378.4,Básico,38400080.0,4,1,Colombia,Colombia
1098,Extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,web engineer,no,70 - 80%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,1+ año,3 - 5 años,Javascript,JavaScript,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,no,si,pregrado,No,,3,pesos,90000000.0,4500000,42000000,mi empleador,mi empleador,no,,,no,0,si,http://linkedin.com,Medellin,Colombia,1991,0,él,no,40.0,80,0,10,0,Desarrollo,24324.3,Avanzado,89999910.0,4,1,Colombia,Colombia
1099,Extranjera,consultoría y servicios de desarrollo de software a la medida,2 - 5,Software Developer,no,50 - 60%,10 - 20%,10 - 20%,0 - 10%,3 - 5 años,5 - 10 años,Java,"C#, SQL, TSQL, Visual Basic .NET",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo remoto,universitario,si,si,si,post-doctorado,No,,2,pesos,88000000.0,0,60000000,mi empleador,mi empleador,no,,,no,0,si,http://linkedin.com,Bogota,Colombia,1981,0,él,no,40.0,60,10,20,20,Desarrollo,23783.8,Intermedio,88000060.0,5,1,Colombia,Colombia
1100,"Colombiana, Mer Local","servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",más de 10,Director de ingeniería de software ,no,20 - 30%,40 - 50%,20 - 30%,40 - 50%,3 - 5 años,10 - 15 años,C#,TSQL,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,si,si,maestria,No,,2,pesos,72000000.0,72000000,55000000,mi empleador,mi empleador,no,,,si,7000000,si,,Bogota,Colombia,1988,0,él,no,40.0,30,50,30,50,Gerencia de Ingenieria,19459.5,Intermedio,72000150.0,6,1,Colombia,Colombia
