,Tipo de Empresa,Mercado,Edad Empresa,Rol,Fundador,% en Desarrollo,% en Gerencia de proyectos,% liderazgo técnico,% Gerencia de ingeniería,Experiencia en rol actual,Experiencia en desarrollo de software,Lenguaje más usado,Otro lenguaje ,Tipo de relación laboral,Modo de trabajo,Preferencias de modo,Tipo de titulo,PRE-grado relacionado Ing,POST-grado relacionado a Ing,Clases de programación en la universidad,Max Titulo,Bootcamp,Url bootcamp,Nivel de Ingles,Moneda de Pago,Remuneración Anual,Remuneración anual adicional,Remuneración Anual anterior,Pago Seguro de Salud,Pago Seguridad Social,Acciones dentro de la empresa,Total acciones,Precio acciones,Freelancer,Ingresos freelancer,Salario Justo,Web de trabajo,Ciudad Residencia,Origen,Año de Nacimiento,Cnt Hijos,Genero,Minoría racial o étnica,Horas de trabajo,Máx % Dev,Máx % I.M,Máx % Tech L,Máx % PM,Rol principal,Ingreso en dólares,Nivel de ingles,Ingreso en pesos,Order by Exp,count,Origen 2,Nacionalidad
1390,Extranjera,consultoría y servicios de desarrollo de software a la medida,5 - 10,DevOps,no,80 - 90%,0 - 10%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,1+ año,Terraform,Ruby,contrato a termino indefinido,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo en oficina,universitario,si,no,si,pregrado,No,,3,pesos,74400000.0,0,0,mi empleador,mi empleador,no,,,si,0,no,http://linkedin.com,Medellin,Colombia,1996,0,él,no,40.0,90,0,0,10,Desarrollo,20108.1,Avanzado,74399970.0,2,1,Colombia,Colombia
1391,"Colombiana, Mer Latam",consultoría y servicios de desarrollo de software a la medida,más de 10,Analista de sistemas junior,no,90 - 100%,no tengo responsabilidades de este tipo,10 - 20%,no tengo responsabilidades gerenciales,menos de 1 año,menos de 1 año,Typescript,Dart,contrato a termino indefinido,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo en oficina,universitario,si,no,si,pregrado,No,,1,pesos,24000000.0,2600000,0,mi empleador,mi empleador,no,,,no,0,no,http://linkedin.com,Bogota,Colombia,1995,0,ella,no,40.0,100,0,20,0,Desarrollo,6486.5,Básico,24000050.0,1,1,Colombia,Colombia
1392,"Colombiana, Mer Local","servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,Analista Senior,no,70 - 80%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,2+ años,3 - 5 años,Java,SQL,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,si,si,pregrado,No,,1,pesos,41052000.0,8552500,15180000,mi empleador,mi empleador,no,,,no,0,no,,Cali,Colombia,1988,0,él,Afrocolombiano o Afrodescendiente,40.0,80,0,10,0,Desarrollo,11095.1,Básico,41051870.0,4,1,Colombia,Colombia
1393,"Colombiana, Mer Local",consultoría y servicios de desarrollo de software a la medida,2 - 5,No especificado,no,60 - 70%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,3 - 5 años,3 - 5 años,Python,"C#, Python, SQL, TypeScript, WebAssembly",contrato a termino indefinido,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo flexible,técnico,si,no,si,"técnico, tecnología, bachiller técnico",No,,1,pesos,100000000.0,0,50000000,yo,yo,no,,,si,0,si,http://linkedin.com,Bogota,Colombia,1988,1,él,no,50.0,70,0,0,0,Desarrollo,27027.0,Básico,99999900.0,4,1,Colombia,Colombia
1394,"Colombiana, Mer EEUU","servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",5 - 10,Junior Software Developer,no,80 - 90%,no tengo responsabilidades de este tipo,50 - 60%,no tengo responsabilidades gerenciales,1+ año,3 - 5 años,Php,"JavaScript, SQL",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,no,si,pregrado,No,,3,pesos,60000000.0,5000000,30000000,mi empleador,mi empleador,no,,,no,0,no,http://linkedin.com,Medellin,Colombia,1994,0,él,no,45.0,90,0,60,0,Desarrollo,16216.2,Avanzado,59999940.0,4,1,Colombia,Colombia
1395,"Colombiana, Mer EEUU","servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",5 - 10,Junior Software Developer,no,80 - 90%,no tengo responsabilidades de este tipo,50 - 60%,no tengo responsabilidades gerenciales,1+ año,3 - 5 años,Php,"JavaScript, SQL",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,no,si,pregrado,No,,3,pesos,60000000.0,5000000,30000000,mi empleador,mi empleador,no,,,no,0,no,http://linkedin.com,Medellin,Colombia,1994,0,él,no,45.0,90,0,60,0,Desarrollo,16216.2,Avanzado,59999940.0,4,1,Colombia,Colombia
1396,Extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,Consultor Tecnico,no,80 - 90%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,1+ año,Java,JavaScript,contrato a termino fijo,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo remoto,universitario,no,no,si,pregrado,Sí,https://www.bogotabootcamp.com/,1,pesos,36000000.0,0,0,mi empleador,mi empleador,no,,,no,0,si,http://linkedin.com,Bogota,Colombia,1996,0,él,no,40.0,90,0,0,0,Desarrollo,9729.7,Básico,35999890.0,2,1,Colombia,Colombia
1397,"Colombiana, Mer Latam","servicio no tecnológico (banca, seguros, contabilidad, etc)",2 - 5,Ingeniero DevOps,si,0 - 10%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,2+ años,5 - 10 años,C#,TypeScript,contrato a termino indefinido con empresa local pero trabajo para empresa extranjera,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,universitario,si,no,si,pregrado,No,,2,pesos,11000000.0,2000000,0,mi empleador,mi empleador,no,,,si,110000000,si,,Cali,Colombia,1991,0,él,no,40.0,10,0,10,0,Sin Clasificar,2973.0,Intermedio,11000100.0,5,1,Colombia,Colombia
1398,"Colombiana, Mer Latam",consultoría y servicios de desarrollo de software a la medida,2 - 5,Ingeniero de desarrollo,no,80 - 90%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,0 - 10%,menos de 1 año,3 - 5 años,C#,JavaScript,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,no,si,pregrado,No,,1,pesos,54000000.0,4500000,63600000,mi empleador,mi empleador,no,,,no,0,no,http://linkedin.com,Bogota,Colombia,1992,0,ella,no,40.0,90,10,0,0,Desarrollo,14594.6,Básico,54000020.0,4,1,Colombia,Colombia
1399,Extranjera,"servicio no tecnológico (banca, seguros, contabilidad, etc)",5 - 10,Analista Ii,no,90 - 100%,40 - 50%,20 - 30%,20 - 30%,1+ año,3 - 5 años,Php,Python,contrato a termino indefinido,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo remoto,universitario,si,no,no,pregrado,No,,1,pesos,38664000.0,38664000,30000000,mi empleador,mi empleador,no,,,si,1500000,no,http://linkedin.com,Bogota,Colombia,1992,0,ella,no,48.0,100,30,30,50,Desarrollo,10449.7,Básico,38663890.0,4,1,Colombia,Colombia
1400,"Colombiana, Mer Latam",otro,5 - 10,Desarrollador,no,80 - 90%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,menos de 1 año,Visual basic .net,"C#, JavaScript",contrato a termino fijo,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,soy estudiante de pre-grado relacionado a ing de sistemas,no,si,pregrado,Sí,,1,pesos,24000000.0,26000000,0,yo,yo,no,,,si,2000000,no,,Aguachica,Colombia,1996,0,él,no,45.0,90,0,0,0,Desarrollo,6486.5,Básico,24000050.0,1,1,Colombia,Colombia
1401,"Colombiana, Mer Latam","servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",1,[redactado],no,70 - 80%,10 - 20%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,1+ año,Javascript,"Java, JavaScript, Python",contrato a termino indefinido,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo flexible,ningúno,no,no,si,"técnico, tecnología, bachiller técnico",Sí,https://platzi.com/escuela-javascript/,1,pesos,30000000.0,0,14400000,yo,yo,no,,,no,0,no,,Bogota,Colombia,1998,0,él,no,41.0,80,0,0,20,Desarrollo,8108.1,Básico,29999970.0,2,1,Colombia,Colombia
1402,"Colombiana, Mer Local","servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,Asistente de investigación,no,30 - 40%,10 - 20%,10 - 20%,0 - 10%,2+ años,2+ años,Python,C++,contrato a termino fijo,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,no,si,pregrado,No,,1,pesos,28000000.0,0,0,yo,yo,no,,,si,3000000,si,http://linkedin.com,Bogota,Colombia,1992,0,él,no,40.0,40,10,20,20,Sin Clasificar,7567.6,Básico,28000120.0,3,1,Colombia,Colombia
1403,Extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,No especificado,no,90 - 100%,no tengo responsabilidades de este tipo,10 - 20%,no tengo responsabilidades gerenciales,5 - 10 años,5 - 10 años,Abap,ABAP,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,no,si,pregrado,No,,1,pesos,30000000.0,0,0,mi empleador,mi empleador,no,,,no,0,no,http://linkedin.com,Armenia,Colombia,1986,2,él,no,40.0,100,0,20,0,Desarrollo,8108.1,Básico,29999970.0,5,1,Colombia,Colombia
1404,"Colombiana, Mer Local",consultoría y servicios de desarrollo de software a la medida,más de 10,Backend Developer ,no,80 - 90%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,3 - 5 años,Python,"JavaScript, SQL",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,no,si,pregrado,No,,2,pesos,32400000.0,2600000,3000000,mi empleador,mi empleador,no,,,no,0,no,http://linkedin.com,Cali,Colombia,1995,0,él,no,45.0,90,0,0,0,Desarrollo,8756.8,Intermedio,32400159.999999996,4,1,Colombia,Colombia
1405,"Colombiana, Mer Latam",consultoría y servicios de desarrollo de software a la medida,más de 10,Ing desarrollo back end,no,80 - 90%,10 - 20%,0 - 10%,0 - 10%,5 - 10 años,10 - 15 años,Php,"JavaScript, Node.js",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,si,si,pregrado,No,,2,pesos,55000000.0,0,0,mi empleador,mi empleador,no,,,si,2000000,si,,Bogota,Colombia,1985,0,él,no,40.0,90,10,10,20,Desarrollo,14864.9,Intermedio,55000130.0,6,1,Colombia,Colombia
1406,"Colombiana, Mer Latam","servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",2 - 5,Fullstack software engineer,no,80 - 90%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,1+ año,Dart,"Dart, JavaScript",contrato a termino indefinido,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo flexible,estoy estudiando,soy estudiante de pre-grado relacionado a ing de sistemas,no,si,bachiller,Sí,https://www.holbertonschool.com/,2,pesos,32400000.0,0,24000000,mi empleador,mi empleador,no,0.0,0.0,si,0,si,http://torre.co/,Mosquera,Colombia,1998,0,él,no,40.0,90,0,0,0,Desarrollo,8756.8,Intermedio,32400159.999999996,2,1,Colombia,Colombia
1407,"Colombiana, Mer Local","servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",más de 10,2742000,no,90 - 100%,40 - 50%,20 - 30%,20 - 30%,3 - 5 años,5 - 10 años,Javascript,C#,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo remoto,universitario,no,no,si,pregrado,No,,1,pesos,98712000.0,0,57600000,mi empleador,mi empleador,no,,,si,0,no, http://linkedin.com,Manizales,Colombia,1986,1,él,no,45.0,100,30,30,50,Desarrollo,26678.9,Básico,98711930.0,5,1,Colombia,Colombia
1408,Extranjera,otro,más de 10,No especificado,no,80 - 90%,0 - 10%,10 - 20%,10 - 20%,1+ año,3 - 5 años,Javascript,Python,contrato a termino indefinido,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo flexible,ningúno,si,no,si,bachiller,No,,3,pesos,134400000.0,910000,76800000,mi empleador,no tengo,no,,,si,6000000,si,,Bogota,Colombia,1991,0,él,no,40.0,90,20,20,10,Desarrollo,36324.3,Avanzado,134399910.0,4,1,Colombia,Colombia
1409,"Colombiana, Mer Local",consultoría y servicios de desarrollo de software a la medida,2 - 5,Desarrollador backend,no,70 - 80%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,menos de 1 año,Javascript,SQL,contrato a termino indefinido,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,estoy estudiando,si,no,si,bachiller,Sí,,1,pesos,12000000.0,13000000,0,mi empleador,yo,no,,,no,0,no,,Medellin,Colombia,1994,0,él,Afrocolombiano o Afrodescendiente,45.0,80,0,0,0,Desarrollo,3243.2,Básico,11999840.0,1,1,Colombia,Colombia
1410,"Colombiana, Mer Local","servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",2 - 5,Desarrollador Java,no,40 - 50%,40 - 50%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,3 - 5 años,3 - 5 años,Java,JavaScript,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,estoy estudiando,soy estudiante de pre-grado relacionado a ing de sistemas,no,si,bachiller,No,,1,pesos,24000000.0,2000000,0,mi empleador,mi empleador,no,,,no,0,no,http://linkedin.com,Medellin,Colombia,1989,0,él,no,50.0,50,0,0,50,Desarrollo,6486.5,Básico,24000050.0,4,1,Colombia,Colombia
1411,"Colombiana, Mer Local",otro,más de 10,Programador FrontEnd,no,70 - 80%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,1+ año,3 - 5 años,Javascript,TypeScript,contrato a termino indefinido,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,técnico,no,no,no,"técnico, tecnología, bachiller técnico",No,,1,pesos,26400000.0,13200000,25000000,mi empleador,mi empleador,no,,,no,0,no,,San gil santander,Colombia,1997,1,él,no,48.0,80,0,0,0,Desarrollo,7135.1,Básico,26399870.0,4,1,Colombia,Colombia
1412,"Colombiana, Mer Latam",consultoría y servicios de desarrollo de software a la medida,5 - 10,Frontend developer,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,1+ año,Javascript,Python,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,si,si,maestria,No,,2,pesos,57600000.0,3300000,4000000,mi empleador,mi empleador,no,,,no,0,si,http://linkedin.com,Bogota,Colombia,1997,0,ella,no,40.0,100,0,0,0,Desarrollo,15567.6,Intermedio,57600120.0,2,1,Colombia,Colombia
1413,"Colombiana, Mer Latam","servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,Analista de desarrollo ,no,80 - 90%,10 - 20%,50 - 60%,no tengo responsabilidades gerenciales,1+ año,3 - 5 años,Java,"JavaScript, PowerShell, TypeScript",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,no,si,pregrado,No,,1,pesos,46740000.0,20000000,0,mi empleador,mi empleador,no,,,no,0,si,http://linkedin.com,Medellin,Colombia,1991,0,ella,no,45.0,90,0,60,20,Desarrollo,12632.4,Básico,46739880.0,4,1,Colombia,Colombia
1414,"Colombiana, Mer Local","servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",más de 10,CTO,si,70 - 80%,0 - 10%,0 - 10%,no tengo responsabilidades gerenciales,10 - 15 años,5 - 10 años,Python,"JavaScript, PHP, Python, SQL",contrato a termino indefinido,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo flexible,universitario,si,no,si,pregrado,No,,3,pesos,18000000.0,30000000,0,mi empleador,mi empleador,si - stock options,,,si,0,si,,Rionegro,Colombia,1985,1,él,no,50.0,80,0,10,10,Desarrollo,4864.9,Avanzado,18000130.0,5,1,Colombia,Colombia
1415,Extranjera,consultoría y servicios de desarrollo de software a la medida,5 - 10,Ssr Web UI,no,70 - 80%,0 - 10%,0 - 10%,0 - 10%,1+ año,3 - 5 años,Typescript,Kotlin,contrato a termino indefinido con empresa local pero trabajo para empresa extranjera,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,no,si,"técnico, tecnología, bachiller técnico",Sí,,3,pesos,64800000.0,0,24000000,mi empleador,mi empleador,no,,,no,0,no,,Medellin,Colombia,1991,0,ella,no,45.0,80,10,10,10,Desarrollo,17513.5,Avanzado,64799950.0,4,1,Colombia,Colombia
1416,"Colombiana, Mer Latam","servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,Analista senior de laboratorio digital,no,90 - 100%,10 - 20%,10 - 20%,0 - 10%,menos de 1 año,3 - 5 años,Javascript,Python,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,no,si,pregrado,No,,1,pesos,58680000.0,10000000,42000000,mi empleador,mi empleador,no,,,no,0,si,http://linkedin.com,Medellin,Colombia,1994,0,él,no,44.0,100,10,20,20,Desarrollo,15859.5,Básico,58680150.0,4,1,Colombia,Colombia
1417,Extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,Desarrollador semi senior,no,90 - 100%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,1+ año,3 - 5 años,Java,Kotlin,contrato a termino indefinido,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo remoto,técnico,si,no,no,"técnico, tecnología, bachiller técnico",No,,3,pesos,62400000.0,0,40200000,mi empleador,yo,no,,,no,0,no,,Medellin,Venezuela,1992,0,él,no,40.0,100,0,10,0,Desarrollo,16864.9,Avanzado,62400130.00000001,4,1,Extranjero,Extranjero
1418,Extranjera,otro,más de 10,Desarrollador de Software,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,2+ años,2+ años,Java,JavaScript,contrato a termino fijo,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo remoto,estoy estudiando,soy estudiante de pre-grado relacionado a ing de sistemas,no,si,"técnico, tecnología, bachiller técnico",No,,1,pesos,54000000.0,0,30000000,yo,yo,no,,,si,0,si,http://www.linkedin.com,Bogota,Colombia,1990,0,él,no,40.0,100,0,0,0,Desarrollo,14594.6,Básico,54000020.0,3,1,Colombia,Colombia
1419,Extranjera,consultoría y servicios de desarrollo de software a la medida,5 - 10,Senior Developer,no,80 - 90%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,3 - 5 años,10 - 15 años,Javascript,PHP,contratista internacional,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,ningúno,si,no,si,bachiller,No,,2,pesos,75600000.0,12000000,45600000,yo,yo,no,,,si,12000000,no,https://colombia-dev.slack.com,Bucaramanga,Colombia,1986,2,él,no,40.0,90,0,10,0,Desarrollo,20432.4,Intermedio,75599880.0,6,1,Colombia,Colombia
1420,"Colombiana, Mer Latam","servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,Analista de tecnología,no,70 - 80%,10 - 20%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,3 - 5 años,3 - 5 años,Sql,"Java, TypeScript",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,no,si,pregrado,No,,1,pesos,60000000.0,7500000,0,mi empleador,mi empleador,no,,,no,0,si,,Medellin,Colombia,1994,0,ella,no,48.0,80,0,0,20,Desarrollo,16216.2,Básico,59999940.0,4,1,Colombia,Colombia
1421,"Colombiana, Mer Local",consultoría y servicios de desarrollo de software a la medida,más de 10,Ingeniero Desarrollo Java Senior,no,60 - 70%,no tengo responsabilidades de este tipo,50 - 60%,no tengo responsabilidades gerenciales,2+ años,5 - 10 años,Java,"C#, JavaScript, PHP, SQL, Visual Basic .NET",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo remoto,universitario,si,soy estudiante de post-grado relacionado a ing de sistemas,si,pregrado,No,,2,pesos,40800000.0,4000000,36000000,mi empleador,mi empleador,no,,,no,0,no,http://linkedin.com,Bogota,Colombia,1988,0,él,Afrocolombiano o Afrodescendiente,50.0,70,0,60,0,Desarrollo,11027.0,Intermedio,40799900.0,5,1,Colombia,Colombia
1422,"Colombiana, Mer Latam",consultoría y servicios de desarrollo de software a la medida,más de 10,Ingeniero de desarrollo,no,30 - 40%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,2+ años,Java,Python,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo remoto,universitario,si,no,si,pregrado,No,,2,pesos,34800000.0,0,31200000,mi empleador,mi empleador,no,,,si,8000000,no,,Bogota,Colombia,1995,0,él,no,40.0,40,0,0,0,Sin Clasificar,9405.4,Intermedio,34799980.0,3,1,Colombia,Colombia
1423,Extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,No especificado,no,10 - 20%,no tengo responsabilidades de este tipo,40 - 50%,20 - 30%,menos de 1 año,más de 15 años,Javascript,"Go, Java, Python",contrato a termino indefinido con empresa local pero trabajo para empresa extranjera,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo remoto,universitario,si,si,si,maestria,No,,3,pesos,84000000.0,36000000,72000000,mi empleador,mi empleador,no,,,no,0,si,,Bogota,Colombia,1981,0,él,no,45.0,20,30,50,0,Liderazgo Técnico,22702.7,Avanzado,83999990.0,7,1,Colombia,Colombia
1424,Extranjera,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",2 - 5,Senior Software engineer,no,80 - 90%,0 - 10%,0 - 10%,no tengo responsabilidades gerenciales,1+ año,5 - 10 años,Kotlin,"Go, Java, JavaScript, Swift",contrato a termino indefinido,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo flexible,universitario,si,no,si,pregrado,No,,3,pesos,160000000.0,0,72000000,mi empleador,mi empleador,si - rsus,,,no,0,si,,Bogota,Colombia,1987,0,ella,no,40.0,90,0,10,10,Desarrollo,43243.2,Avanzado,159999840.0,5,1,Colombia,Colombia
1425,Extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,Backend engineer,no,80 - 90%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,1+ año,3 - 5 años,Javascript,TypeScript,contrato a termino indefinido con empresa local pero trabajo para empresa extranjera,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,no,si,pregrado,No,,2,pesos,63600000.0,0,36000000,mi empleador,mi empleador,no,,,no,0,si,http://likedin.com,Medellin,Colombia,1991,0,ella,no,40.0,90,0,10,0,Desarrollo,17189.2,Intermedio,63600040.0,4,1,Colombia,Colombia
1426,,consultoría y servicios de desarrollo de software a la medida,más de 10,Analista desarrollador,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,2+ años,Typescript,"Java, JavaScript, Objective-C",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,no,si,pregrado,No,,1,pesos,36000000.0,3000000,2600000,mi empleador,mi empleador,no,,,no,0,si,http://linkedin.com,Medellin,Colombia,1994,0,ella,Afrocolombiano o Afrodescendiente,45.0,100,0,0,0,Desarrollo,9729.7,Básico,35999890.0,3,1,Colombia,Colombia
1427,"Colombiana, Mer Latam","servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",menos de 1,Devops engineer,no,50 - 60%,10 - 20%,0 - 10%,0 - 10%,menos de 1 año,3 - 5 años,Php,"Go, Python, Shell, SQL",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo remoto,universitario,si,no,si,pregrado,No,,3,pesos,70000000.0,0,57000000,mi empleador,mi empleador,no,,,no,0,si,http://linkedin.com,Bogota,Colombia,1995,0,él,no,40.0,60,10,10,20,Desarrollo,18918.9,Avanzado,69999930.0,4,1,Colombia,Colombia
1428,Extranjera,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",5 - 10,software engineer,no,10 - 20%,0 - 10%,20 - 30%,no tengo responsabilidades gerenciales,2+ años,5 - 10 años,Javascript,"Java, TypeScript",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,no,si,pregrado,No,,1,pesos,75600000.0,1200000,2800000,mi empleador,mi empleador,no,,,no,0,si,http://linkedin.com,Medellin,Colombia,1993,0,él,no,40.0,20,0,30,10,Sin Clasificar,20432.4,Básico,75599880.0,5,1,Colombia,Colombia
1429,"Colombiana, Mer Latam","servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",2 - 5,Backend developer,no,80 - 90%,0 - 10%,30 - 40%,10 - 20%,1+ año,10 - 15 años,Scala,"Go, Java, Kotlin, Scala",contrato a termino indefinido,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo flexible,universitario,si,no,si,pregrado,No,,2,pesos,114000000.0,6000000,78000000,yo,mi empleador,no,0.0,0.0,no,0,si,,Medellin,Colombia,1984,0,él,no,40.0,90,20,40,10,Desarrollo,30810.8,Intermedio,113999960.0,6,1,Colombia,Colombia
1430,"Colombiana, Mer EEUU",consultoría y servicios de desarrollo de software a la medida,más de 10,Data Architect,no,70 - 80%,0 - 10%,0 - 10%,no tengo responsabilidades gerenciales,menos de 1 año,5 - 10 años,Scala,"Fortran, Java, JavaScript, Python, R, SQL",contrato a termino indefinido con empresa local pero trabajo para empresa extranjera,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,universitario,si,si,si,maestria,No,,3,pesos,102000000.0,0,54000000,mi empleador,mi empleador,no,,,no,0,si,http://linkedin.com,Cali,Colombia,1988,0,él,no,40.0,80,0,10,10,Desarrollo,27567.6,Avanzado,102000120.0,5,1,Colombia,Colombia
1431,,consultoría y servicios de desarrollo de software a la medida,5 - 10,Desarrollador de software,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,3 - 5 años,5 - 10 años,Java,"JavaScript, TypeScript",contrato a termino indefinido,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo flexible,universitario,si,no,si,pregrado,No,,2,pesos,60000000.0,7000000,24000000,mi empleador,yo,no,,,si,2000000,si,http://linkedin.com,Bogota,Colombia,1993,0,él,no,35.0,100,0,0,0,Desarrollo,16216.2,Intermedio,59999940.0,5,1,Colombia,Colombia
